VK,Hold,Flight,char,jitter,source,sentence_id,label
80,181,64,P,15.0,xoroshiro128,15426.0,1
67,31,665,C,557.0,pcg64,6409.0,1
32,11,489, ,75.0,philox,15925.0,1
83,252,281,S,29.0,pcg64,1153.0,1
83,97,271,S,77.0,human,,0
79,94,297,O,500.0,human,,0
77,232,550,M,90.0,xoroshiro128,13405.0,1
72,276,606,H,22.0,pcg64,9457.0,1
79,40,481,O,368.0,philox,7522.0,1
83,81,317,S,166.0,human,,0
32,66,334, ,252.0,pcg64,3880.0,1
32,359,72, ,532.0,philox,12113.0,1
84,420,1000,T,530.0,mersenne,10052.0,1
79,111,556,O,362.0,xoroshiro128,3225.0,1
73,194,632,I,297.0,pcg64,9251.0,1
65,78,760,A,745.0,mersenne,17655.0,1
85,22,138,U,62.0,xoroshiro128,282.0,1
32,37,563, ,72.0,mersenne,1605.0,1
82,74,451,R,57.0,philox,324.0,1
66,99,147,B,315.0,philox,11480.0,1
65,64,184,A,56.0,human,,0
65,404,242,A,437.0,mersenne,11247.0,1
73,162,671,I,363.0,mersenne,14576.0,1
65,99,143,A,0.0,human,,0
89,238,654,Y,454.0,philox,984.0,1
85,145,334,U,82.0,philox,3125.0,1
69,200,308,E,305.0,xoroshiro128,5519.0,1
78,286,183,N,87.0,pcg64,2428.0,1
86,111,359,V,295.0,philox,2061.0,1
79,296,636,O,55.0,mersenne,12453.0,1
67,94,140,C,47.0,human,,0
32,413,967, ,504.0,mersenne,14916.0,1
85,320,575,U,294.0,pcg64,9402.0,1
82,78,281,R,0.0,human,,0
73,56,-1,I,169.0,human,,0
66,176,138,B,537.0,philox,319.0,1
32,81,28, ,352.0,xoroshiro128,9702.0,1
32,56,200, ,56.0,human,,0
32,64,104, ,32.0,human,,0
68,33,830,D,49.0,mersenne,12897.0,1
32,316,16, ,608.0,pcg64,17756.0,1
69,160,74,E,572.0,pcg64,3029.0,1
84,65,229,T,134.0,xoroshiro128,17233.0,1
82,415,477,R,105.0,mersenne,10640.0,1
78,30,226,N,18.0,philox,5748.0,1
32,64,51, ,446.0,philox,11172.0,1
71,358,270,G,155.0,philox,531.0,1
32,249,428, ,750.0,mersenne,12822.0,1
73,326,668,I,374.0,xoroshiro128,719.0,1
73,440,565,I,477.0,mersenne,350.0,1
87,23,277,W,218.0,mersenne,17969.0,1
79,137,426,O,349.0,xoroshiro128,5564.0,1
73,20,188,I,462.0,pcg64,13680.0,1
79,366,439,O,171.0,philox,9818.0,1
32,152,113, ,771.0,mersenne,9942.0,1
67,344,406,C,236.0,philox,14832.0,1
65,334,443,A,21.0,xoroshiro128,16175.0,1
32,172,481, ,216.0,pcg64,1926.0,1
79,27,281,O,13.0,philox,13110.0,1
32,41,161, ,174.0,xoroshiro128,2009.0,1
83,259,190,S,428.0,mersenne,14200.0,1
71,107,288,G,401.0,philox,1901.0,1
32,320,670, ,5.0,philox,2213.0,1
80,142,1062,P,250.0,mersenne,1845.0,1
69,60,187,E,43.0,xoroshiro128,1281.0,1
71,50,632,G,102.0,pcg64,16535.0,1
78,169,32,N,405.0,philox,7204.0,1
67,93,284,C,190.0,philox,17731.0,1
69,127,151,E,116.0,philox,13543.0,1
84,153,843,T,705.0,mersenne,17492.0,1
76,302,948,L,213.0,mersenne,7768.0,1
76,132,111,L,86.0,human,,0
68,66,594,D,431.0,philox,6336.0,1
32,254,276, ,765.0,mersenne,7087.0,1
32,430,847, ,666.0,mersenne,18113.0,1
69,117,154,E,68.0,human,,0
78,132,623,N,194.0,pcg64,3676.0,1
69,374,451,E,116.0,pcg64,17339.0,1
69,95,280,E,239.0,human,,0
32,223,689, ,123.0,mersenne,17103.0,1
84,101,465,T,197.0,xoroshiro128,14254.0,1
65,88,1074,A,821.0,mersenne,824.0,1
70,250,452,F,404.0,philox,1717.0,1
71,132,191,G,96.0,human,,0
67,126,125,C,15.0,human,,0
84,195,138,T,84.0,xoroshiro128,17861.0,1
84,80,240,T,224.0,human,,0
77,133,81,M,104.0,xoroshiro128,18749.0,1
69,219,463,E,319.0,philox,2161.0,1
32,102,186, ,21.0,philox,16226.0,1
86,16,513,V,610.0,mersenne,10348.0,1
77,112,504,M,11.0,pcg64,15834.0,1
8,87,139,[BACKSPACE],0.0,human,,0
72,489,676,H,597.0,mersenne,7412.0,1
69,64,160,E,408.0,human,,0
71,18,605,G,497.0,philox,1983.0,1
76,176,597,L,50.0,pcg64,17214.0,1
73,314,586,I,470.0,mersenne,8643.0,1
78,71,190,N,4.0,human,,0
80,47,178,P,22.0,pcg64,295.0,1
69,265,520,E,118.0,philox,12580.0,1
32,155,917, ,448.0,mersenne,16493.0,1
67,370,287,C,215.0,philox,2973.0,1
32,71,133, ,57.0,human,,0
76,80,216,L,159.0,human,,0
79,234,993,O,485.0,mersenne,980.0,1
32,76,504, ,121.0,philox,1123.0,1
70,56,480,F,328.0,human,,0
77,152,62,M,249.0,pcg64,11987.0,1
68,270,73,D,55.0,philox,2928.0,1
83,324,530,S,166.0,pcg64,13348.0,1
71,244,46,G,368.0,philox,7841.0,1
82,497,236,R,469.0,mersenne,6836.0,1
79,108,109,O,46.0,human,,0
77,16,223,M,255.0,human,,0
73,245,649,I,197.0,pcg64,11666.0,1
80,28,458,P,425.0,pcg64,11701.0,1
65,341,93,A,601.0,philox,1188.0,1
78,428,806,N,251.0,mersenne,5535.0,1
72,246,389,H,172.0,philox,888.0,1
65,361,151,A,167.0,xoroshiro128,10608.0,1
78,122,263,N,93.0,human,,0
77,321,591,M,492.0,philox,14170.0,1
73,221,499,I,45.0,pcg64,16300.0,1
79,108,81,O,585.0,xoroshiro128,7479.0,1
83,79,79,S,411.0,philox,18188.0,1
32,321,222, ,71.0,pcg64,12548.0,1
65,104,128,A,248.0,human,,0
82,19,380,R,80.0,philox,8200.0,1
54,0,290,6,132.0,human,,0
82,85,487,R,260.0,pcg64,4448.0,1
32,165,299, ,143.0,xoroshiro128,9251.0,1
83,310,612,S,441.0,xoroshiro128,2021.0,1
190,94,140,[UNK],157.0,human,,0
32,153,826, ,298.0,mersenne,2434.0,1
79,67,155,O,373.0,xoroshiro128,439.0,1
32,122,716, ,23.0,mersenne,14100.0,1
82,440,370,R,324.0,mersenne,12776.0,1
65,205,1050,A,1009.0,mersenne,1878.0,1
86,95,152,V,16.0,human,,0
78,154,69,N,423.0,xoroshiro128,8960.0,1
68,220,440,D,722.0,mersenne,15521.0,1
69,162,535,E,404.0,pcg64,7607.0,1
82,246,207,R,368.0,xoroshiro128,17035.0,1
32,441,1038, ,675.0,mersenne,14796.0,1
79,235,34,O,75.0,philox,541.0,1
66,11,164,B,503.0,xoroshiro128,14895.0,1
72,229,449,H,404.0,pcg64,16905.0,1
67,117,921,C,223.0,mersenne,9292.0,1
78,45,367,N,58.0,pcg64,1850.0,1
79,181,78,O,33.0,human,,0
71,377,660,G,159.0,pcg64,16912.0,1
65,166,188,A,126.0,xoroshiro128,18383.0,1
79,299,868,O,81.0,mersenne,16743.0,1
69,336,714,E,234.0,mersenne,13027.0,1
73,88,122,I,31.0,human,,0
32,101,386, ,240.0,philox,11042.0,1
78,194,481,N,42.0,xoroshiro128,2871.0,1
73,90,403,I,169.0,philox,7635.0,1
78,44,260,N,124.0,human,,0
66,56,321,B,321.0,xoroshiro128,15140.0,1
69,207,232,E,238.0,philox,15641.0,1
65,31,864,A,380.0,mersenne,18014.0,1
32,79,210, ,90.0,xoroshiro128,8580.0,1
68,220,273,D,198.0,pcg64,13563.0,1
32,65,759, ,381.0,mersenne,12337.0,1
78,80,168,N,323.0,pcg64,3035.0,1
87,55,21,W,409.0,pcg64,3057.0,1
32,477,223, ,152.0,mersenne,10671.0,1
68,80,72,D,24.0,human,,0
55,261,945,7,346.0,mersenne,13544.0,1
88,168,477,X,467.0,pcg64,36.0,1
78,44,196,N,412.0,pcg64,15585.0,1
76,362,435,L,239.0,philox,16577.0,1
79,199,402,O,575.0,mersenne,4283.0,1
67,174,152,C,96.0,xoroshiro128,10428.0,1
72,218,70,H,176.0,xoroshiro128,1337.0,1
78,307,397,N,95.0,pcg64,12858.0,1
55,286,252,7,41.0,xoroshiro128,6124.0,1
65,333,163,A,876.0,mersenne,14190.0,1
81,30,297,Q,22.0,mersenne,12327.0,1
65,280,600,A,536.0,pcg64,852.0,1
69,228,168,E,416.0,mersenne,6863.0,1
76,381,379,L,342.0,xoroshiro128,15898.0,1
32,476,929, ,80.0,mersenne,18674.0,1
73,96,184,I,552.0,human,,0
32,490,274, ,750.0,mersenne,2296.0,1
65,227,437,A,246.0,philox,11724.0,1
78,349,609,N,1.0,philox,14410.0,1
73,423,849,I,764.0,mersenne,2170.0,1
67,349,348,C,319.0,pcg64,10718.0,1
70,197,276,F,352.0,pcg64,18716.0,1
86,291,299,V,256.0,xoroshiro128,14789.0,1
32,134,163, ,427.0,philox,17101.0,1
71,80,88,G,80.0,human,,0
32,49,557, ,64.0,pcg64,11585.0,1
72,391,219,H,7.0,xoroshiro128,18649.0,1
69,336,440,E,186.0,philox,8685.0,1
65,61,181,A,478.0,xoroshiro128,15432.0,1
84,71,181,T,78.0,human,,0
79,72,473,O,105.0,human,,0
79,276,503,O,232.0,pcg64,7860.0,1
65,31,427,A,61.0,philox,16027.0,1
65,186,168,A,174.0,xoroshiro128,3189.0,1
69,305,203,E,330.0,philox,11233.0,1
32,80,221, ,28.0,human,,0
66,227,599,B,126.0,philox,4879.0,1
79,233,439,O,216.0,philox,30.0,1
65,363,504,A,15.0,philox,12912.0,1
78,200,378,N,105.0,xoroshiro128,5281.0,1
67,141,552,C,436.0,pcg64,9243.0,1
32,80,64, ,16.0,human,,0
32,80,248, ,64.0,human,,0
82,93,281,R,218.0,human,,0
69,415,438,E,677.0,mersenne,5069.0,1
78,26,836,N,359.0,mersenne,2812.0,1
72,180,306,H,357.0,pcg64,2014.0,1
82,89,999,R,913.0,mersenne,4878.0,1
73,111,651,I,425.0,philox,8007.0,1
88,376,231,X,172.0,philox,15392.0,1
77,404,135,M,850.0,mersenne,14819.0,1
32,330,32, ,572.0,xoroshiro128,2449.0,1
72,318,293,H,284.0,xoroshiro128,17458.0,1
69,276,90,E,484.0,xoroshiro128,5067.0,1
78,45,12,N,83.0,pcg64,11853.0,1
69,421,354,E,803.0,mersenne,8984.0,1
65,128,96,A,32.0,human,,0
32,78,580, ,163.0,xoroshiro128,18223.0,1
32,11,593, ,244.0,pcg64,16867.0,1
72,349,432,H,398.0,xoroshiro128,1342.0,1
83,360,448,S,194.0,philox,10106.0,1
72,96,96,H,8.0,human,,0
76,44,202,L,114.0,philox,4452.0,1
8,200,400,[BACKSPACE],298.0,human,,0
68,340,367,D,97.0,xoroshiro128,1622.0,1
73,129,574,I,474.0,philox,1007.0,1
78,176,328,N,146.0,xoroshiro128,1097.0,1
67,349,398,C,290.0,xoroshiro128,14499.0,1
65,256,186,A,474.0,mersenne,9964.0,1
67,246,1111,C,111.0,mersenne,17582.0,1
67,82,265,C,65.0,pcg64,18067.0,1
32,260,442, ,116.0,xoroshiro128,9996.0,1
32,119,576, ,78.0,xoroshiro128,11068.0,1
32,254,453, ,53.0,philox,14564.0,1
82,207,951,R,15.0,mersenne,7700.0,1
67,18,624,C,488.0,xoroshiro128,7092.0,1
78,31,572,N,365.0,philox,8922.0,1
73,250,49,I,953.0,mersenne,11066.0,1
68,69,42,D,600.0,mersenne,8980.0,1
67,320,104,C,188.0,xoroshiro128,9971.0,1
32,118,372, ,253.0,xoroshiro128,11572.0,1
78,140,935,N,490.0,mersenne,8616.0,1
68,286,163,D,184.0,mersenne,1235.0,1
78,70,528,N,354.0,human,,0
32,91,1070, ,437.0,mersenne,6999.0,1
79,377,15,O,832.0,mersenne,10787.0,1
32,220,52, ,170.0,philox,10616.0,1
83,62,172,S,63.0,human,,0
72,300,650,H,640.0,xoroshiro128,992.0,1
79,170,49,O,176.0,pcg64,9263.0,1
32,96,525, ,69.0,philox,17394.0,1
73,359,237,I,426.0,philox,713.0,1
69,316,117,E,87.0,philox,4705.0,1
84,266,654,T,88.0,pcg64,8.0,1
37,94,156,[UNK],47.0,human,,0
77,158,318,M,155.0,xoroshiro128,5317.0,1
32,101,215, ,65.0,human,,0
32,206,192, ,164.0,xoroshiro128,15917.0,1
79,124,278,O,140.0,philox,2097.0,1
32,175,602, ,299.0,philox,5774.0,1
32,78,656, ,93.0,pcg64,838.0,1
71,33,202,G,32.0,pcg64,1757.0,1
79,388,670,O,566.0,philox,4348.0,1
78,231,423,N,307.0,philox,2446.0,1
69,96,56,E,112.0,human,,0
85,354,588,U,305.0,pcg64,1327.0,1
78,145,614,N,87.0,pcg64,2135.0,1
32,309,446, ,18.0,pcg64,2886.0,1
78,378,1057,N,258.0,mersenne,10735.0,1
79,148,277,O,370.0,philox,8063.0,1
69,125,187,E,0.0,human,,0
80,117,18,P,101.0,mersenne,1351.0,1
162,348,-1,[UNK],158.0,human,,0
79,282,484,O,5.0,mersenne,7085.0,1
83,192,240,S,128.0,human,,0
65,32,389,A,192.0,pcg64,15773.0,1
73,293,101,I,159.0,philox,6792.0,1
190,148,1126,[UNK],191.0,human,,0
89,169,322,Y,130.0,pcg64,18773.0,1
79,16,669,O,629.0,philox,9299.0,1
83,15,499,S,90.0,philox,15415.0,1
73,228,260,I,218.0,philox,7378.0,1
69,447,619,E,560.0,mersenne,4052.0,1
65,265,301,A,380.0,philox,5885.0,1
32,248,385, ,8.0,philox,2265.0,1
80,349,490,P,440.0,pcg64,10951.0,1
84,362,969,T,855.0,mersenne,8715.0,1
82,387,464,R,343.0,xoroshiro128,16124.0,1
78,29,67,N,353.0,mersenne,15347.0,1
84,342,552,T,387.0,xoroshiro128,8011.0,1
73,63,422,I,344.0,human,,0
65,146,507,A,227.0,mersenne,13703.0,1
79,149,692,O,558.0,pcg64,13031.0,1
32,96,176, ,824.0,human,,0
85,424,982,U,273.0,mersenne,5057.0,1
71,64,471,G,66.0,philox,9577.0,1
71,281,53,G,290.0,xoroshiro128,1932.0,1
78,377,68,N,220.0,xoroshiro128,1074.0,1
65,212,344,A,287.0,pcg64,14814.0,1
69,85,151,E,18.0,human,,0
73,40,5,I,196.0,human,,0
32,287,620, ,557.0,xoroshiro128,959.0,1
85,297,493,U,98.0,mersenne,3956.0,1
65,277,670,A,604.0,xoroshiro128,14445.0,1
32,325,484, ,288.0,xoroshiro128,4890.0,1
32,224,328, ,203.0,philox,618.0,1
69,119,440,E,60.0,xoroshiro128,9599.0,1
32,63,71, ,434.0,xoroshiro128,12488.0,1
55,127,121,7,506.0,xoroshiro128,3350.0,1
82,78,328,R,16.0,human,,0
66,294,15,B,578.0,pcg64,6225.0,1
84,218,395,T,195.0,philox,711.0,1
78,302,539,N,6.0,pcg64,3231.0,1
67,198,560,C,510.0,philox,12492.0,1
69,72,926,E,105.0,mersenne,10781.0,1
87,288,82,W,430.0,philox,17375.0,1
73,169,456,I,128.0,xoroshiro128,4535.0,1
79,52,190,O,188.0,human,,0
79,144,72,O,488.0,human,,0
32,315,172, ,103.0,philox,5874.0,1
69,72,152,E,280.0,human,,0
82,292,385,R,294.0,pcg64,11319.0,1
32,119,265, ,750.0,human,,0
85,266,237,U,93.0,pcg64,2419.0,1
32,179,503, ,58.0,philox,14235.0,1
76,179,187,L,173.0,pcg64,16233.0,1
32,290,452, ,107.0,philox,13270.0,1
8,64,-1,[BACKSPACE],745.0,human,,0
37,78,150,[UNK],16.0,human,,0
79,357,31,O,479.0,pcg64,1926.0,1
78,360,84,N,146.0,pcg64,12810.0,1
67,89,427,C,262.0,pcg64,10788.0,1
82,450,1063,R,459.0,mersenne,16300.0,1
73,131,335,I,75.0,philox,7425.0,1
69,55,94,E,204.0,human,,0
13,125,-1,[ENTER],484.0,human,,0
89,51,683,Y,475.0,philox,916.0,1
89,67,210,Y,103.0,xoroshiro128,18581.0,1
46,94,171,[UNK],48.0,human,,0
76,269,353,L,212.0,philox,8558.0,1
84,50,17,T,245.0,mersenne,1823.0,1
79,194,282,O,209.0,philox,2510.0,1
78,259,50,N,12.0,xoroshiro128,14618.0,1
67,29,619,C,11.0,xoroshiro128,14630.0,1
32,303,460, ,155.0,pcg64,204.0,1
83,185,372,S,4.0,xoroshiro128,9131.0,1
65,312,267,A,244.0,pcg64,2395.0,1
65,170,684,A,96.0,philox,17521.0,1
70,265,567,F,326.0,philox,2546.0,1
65,388,418,A,199.0,xoroshiro128,1461.0,1
70,188,865,F,333.0,mersenne,1598.0,1
84,149,130,T,322.0,xoroshiro128,1753.0,1
78,376,729,N,18.0,mersenne,7712.0,1
89,396,253,Y,68.0,philox,6648.0,1
69,75,117,E,29.0,human,,0
80,292,256,P,329.0,pcg64,12313.0,1
32,74,71, ,108.0,xoroshiro128,11297.0,1
84,255,165,T,34.0,philox,708.0,1
65,203,264,A,143.0,philox,17666.0,1
79,372,193,O,58.0,pcg64,16729.0,1
79,43,692,O,666.0,xoroshiro128,8811.0,1
69,349,493,E,116.0,pcg64,14707.0,1
32,292,161, ,318.0,xoroshiro128,9711.0,1
73,389,60,I,107.0,pcg64,3917.0,1
73,416,946,I,203.0,mersenne,3186.0,1
69,378,135,E,89.0,pcg64,10383.0,1
84,33,483,T,216.0,xoroshiro128,5089.0,1
67,78,156,C,0.0,human,,0
73,362,485,I,45.0,pcg64,4999.0,1
32,152,549, ,508.0,philox,3282.0,1
78,138,573,N,38.0,mersenne,425.0,1
83,494,282,S,503.0,mersenne,17372.0,1
79,65,711,O,481.0,mersenne,5335.0,1
73,61,117,I,300.0,xoroshiro128,5151.0,1
83,356,379,S,127.0,pcg64,13686.0,1
73,239,176,I,157.0,xoroshiro128,3305.0,1
65,359,600,A,507.0,xoroshiro128,18552.0,1
78,72,208,N,32.0,human,,0
72,162,40,H,26.0,xoroshiro128,17399.0,1
69,124,554,E,337.0,philox,11906.0,1
77,139,206,M,115.0,human,,0
8,65,434,[BACKSPACE],303.0,human,,0
78,108,192,N,125.0,human,,0
69,283,131,E,21.0,pcg64,12078.0,1
77,142,19,M,405.0,philox,10819.0,1
32,352,179, ,122.0,philox,1801.0,1
84,346,140,T,48.0,philox,15444.0,1
32,102,76, ,43.0,human,,0
83,188,429,S,550.0,mersenne,9886.0,1
76,181,52,L,140.0,pcg64,15598.0,1
78,341,466,N,184.0,xoroshiro128,1569.0,1
8,262,498,[BACKSPACE],146.0,human,,0
79,36,150,O,42.0,xoroshiro128,15978.0,1
87,112,357,W,458.0,mersenne,1246.0,1
73,377,397,I,276.0,philox,16622.0,1
69,213,598,E,1.0,xoroshiro128,537.0,1
79,10,374,O,180.0,philox,8338.0,1
83,232,566,S,13.0,pcg64,10850.0,1
32,145,359, ,27.0,xoroshiro128,3263.0,1
77,342,389,M,122.0,pcg64,11628.0,1
84,17,397,T,26.0,xoroshiro128,18160.0,1
32,200,531, ,370.0,mersenne,13382.0,1
82,344,489,R,450.0,xoroshiro128,626.0,1
73,278,688,I,328.0,mersenne,17723.0,1
81,151,188,Q,189.0,human,,0
20,136,272,[UNK],320.0,human,,0
78,176,294,N,255.0,xoroshiro128,11655.0,1
66,62,436,B,187.0,human,,0
65,109,1153,A,345.0,mersenne,6886.0,1
83,187,285,S,58.0,xoroshiro128,8048.0,1
65,18,764,A,551.0,mersenne,96.0,1
71,275,217,G,459.0,philox,6635.0,1
71,188,674,G,246.0,pcg64,1660.0,1
78,391,76,N,613.0,xoroshiro128,69.0,1
87,215,431,W,209.0,xoroshiro128,1449.0,1
77,224,120,M,0.0,human,,0
32,135,844, ,782.0,mersenne,16203.0,1
84,503,633,T,349.0,mersenne,9158.0,1
32,249,690, ,182.0,xoroshiro128,3029.0,1
73,91,431,I,322.0,philox,12821.0,1
82,158,47,R,172.0,xoroshiro128,10100.0,1
32,107,583, ,285.0,xoroshiro128,4047.0,1
65,346,114,A,205.0,pcg64,10307.0,1
160,0,32,[UNK],1.0,human,,0
79,131,576,O,30.0,xoroshiro128,14209.0,1
78,228,19,N,587.0,pcg64,13261.0,1
65,444,669,A,320.0,mersenne,15287.0,1
32,271,1125, ,439.0,mersenne,6925.0,1
110,77,231,[UNK],232.0,human,,0
32,195,447, ,77.0,philox,18625.0,1
65,341,133,A,272.0,xoroshiro128,8697.0,1
32,61,508, ,229.0,mersenne,2540.0,1
79,106,430,O,328.0,mersenne,8054.0,1
73,214,504,I,141.0,pcg64,17615.0,1
32,94,156, ,251.0,human,,0
190,68,34,[UNK],199.0,human,,0
84,320,21,T,603.0,philox,15190.0,1
67,88,287,C,230.0,human,,0
32,51,1175, ,850.0,mersenne,1289.0,1
79,25,492,O,145.0,pcg64,18352.0,1
89,312,446,Y,336.0,philox,159.0,1
69,288,91,E,196.0,pcg64,10709.0,1
97,92,388,[UNK],325.0,human,,0
78,169,16,N,392.0,xoroshiro128,2181.0,1
65,13,573,A,16.0,philox,17114.0,1
32,132,244, ,322.0,philox,2261.0,1
79,133,276,O,11.0,xoroshiro128,2099.0,1
69,187,203,E,0.0,human,,0
68,71,120,D,32.0,human,,0
32,95,610, ,204.0,xoroshiro128,1231.0,1
32,93,495, ,369.0,human,,0
86,237,304,V,101.0,xoroshiro128,7666.0,1
32,335,310, ,28.0,mersenne,13392.0,1
72,93,91,H,14.0,human,,0
79,369,347,O,226.0,xoroshiro128,13679.0,1
83,114,576,S,420.0,pcg64,619.0,1
32,136,132, ,33.0,human,,0
32,96,160, ,64.0,human,,0
32,111,96, ,96.0,human,,0
65,232,344,A,140.0,pcg64,12026.0,1
84,91,269,T,202.0,philox,495.0,1
32,102,25, ,122.0,philox,8980.0,1
82,205,20,R,395.0,xoroshiro128,16970.0,1
32,103,129, ,46.0,human,,0
79,62,94,O,94.0,human,,0
79,24,899,O,341.0,mersenne,317.0,1
69,189,691,E,497.0,xoroshiro128,12035.0,1
72,207,170,H,460.0,philox,1554.0,1
70,256,276,F,121.0,xoroshiro128,12349.0,1
76,286,606,L,359.0,mersenne,12998.0,1
83,48,72,S,208.0,human,,0
32,154,36, ,415.0,philox,1666.0,1
89,73,139,Y,102.0,human,,0
73,237,1060,I,999.0,mersenne,131.0,1
79,335,405,O,162.0,pcg64,9670.0,1
83,393,228,S,98.0,pcg64,17666.0,1
83,87,966,S,715.0,mersenne,13003.0,1
83,391,547,S,197.0,xoroshiro128,3258.0,1
76,211,872,L,563.0,mersenne,6195.0,1
65,267,590,A,2.0,pcg64,3902.0,1
79,147,1050,O,558.0,mersenne,5221.0,1
65,94,466,A,286.0,pcg64,3037.0,1
79,350,604,O,43.0,pcg64,12442.0,1
80,55,507,P,264.0,human,,0
69,312,467,E,164.0,xoroshiro128,3953.0,1
68,130,150,D,211.0,xoroshiro128,16182.0,1
69,132,1009,E,414.0,mersenne,12822.0,1
79,112,197,O,150.0,pcg64,7810.0,1
69,151,514,E,196.0,pcg64,2216.0,1
82,122,404,R,106.0,xoroshiro128,12249.0,1
85,470,921,U,70.0,mersenne,7534.0,1
82,62,203,R,156.0,human,,0
84,229,632,T,506.0,pcg64,10858.0,1
68,291,469,D,428.0,philox,3221.0,1
73,68,149,I,504.0,xoroshiro128,331.0,1
8,63,125,[BACKSPACE],1.0,human,,0
85,304,506,U,164.0,xoroshiro128,13690.0,1
32,141,100, ,15.0,human,,0
69,303,492,E,11.0,pcg64,9557.0,1
72,62,397,H,271.0,philox,8981.0,1
65,21,588,A,119.0,pcg64,6518.0,1
65,207,372,A,329.0,xoroshiro128,5116.0,1
32,252,682, ,57.0,xoroshiro128,2551.0,1
68,464,734,D,157.0,mersenne,17116.0,1
84,238,385,T,145.0,philox,14727.0,1
73,272,202,I,446.0,xoroshiro128,11149.0,1
65,324,559,A,12.0,xoroshiro128,1441.0,1
84,192,599,T,295.0,pcg64,5509.0,1
71,157,257,G,228.0,xoroshiro128,10840.0,1
78,104,602,N,75.0,philox,14646.0,1
32,31,325, ,285.0,xoroshiro128,18004.0,1
16,358,-1,[UNK],0.0,human,,0
73,233,289,I,206.0,xoroshiro128,6619.0,1
8,152,656,[BACKSPACE],160.0,human,,0
78,36,35,N,972.0,mersenne,10576.0,1
66,396,491,B,229.0,xoroshiro128,121.0,1
82,83,208,R,457.0,pcg64,18176.0,1
86,195,328,V,48.0,pcg64,5147.0,1
78,23,570,N,156.0,mersenne,12228.0,1
68,355,607,D,583.0,philox,1530.0,1
67,152,448,C,256.0,human,,0
69,200,208,E,90.0,philox,11208.0,1
73,391,216,I,143.0,pcg64,17925.0,1
68,121,470,D,326.0,xoroshiro128,1930.0,1
68,146,284,D,425.0,human,,0
78,40,600,N,255.0,mersenne,1065.0,1
76,156,88,L,60.0,xoroshiro128,11074.0,1
82,23,634,R,28.0,xoroshiro128,18063.0,1
67,289,124,C,464.0,philox,7823.0,1
80,307,286,P,264.0,philox,5575.0,1
84,208,415,T,168.0,philox,9683.0,1
32,252,583, ,56.0,xoroshiro128,1202.0,1
96,72,192,[UNK],176.0,human,,0
82,386,404,R,304.0,mersenne,10726.0,1
79,301,546,O,465.0,mersenne,334.0,1
32,128,240, ,904.0,human,,0
73,398,384,I,40.0,philox,9166.0,1
65,362,66,A,515.0,xoroshiro128,16791.0,1
8,69,525,[BACKSPACE],461.0,human,,0
79,64,424,O,232.0,human,,0
78,357,1076,N,742.0,mersenne,10969.0,1
32,442,654, ,169.0,mersenne,12014.0,1
32,106,134, ,199.0,human,,0
84,69,120,T,55.0,xoroshiro128,5256.0,1
83,317,175,S,297.0,xoroshiro128,1622.0,1
82,78,234,R,125.0,human,,0
69,370,29,E,247.0,pcg64,3443.0,1
76,63,312,L,220.0,human,,0
72,56,128,H,40.0,human,,0
69,279,965,E,861.0,mersenne,16877.0,1
32,250,616, ,565.0,philox,17389.0,1
32,54,195, ,173.0,philox,8658.0,1
32,88,-1, ,97.0,human,,0
82,77,0,R,92.0,human,,0
73,186,460,I,126.0,pcg64,4939.0,1
80,277,625,P,275.0,philox,7829.0,1
68,246,202,D,394.0,philox,1090.0,1
85,202,210,U,366.0,pcg64,9345.0,1
73,230,194,I,397.0,pcg64,643.0,1
78,201,1082,N,942.0,mersenne,16517.0,1
82,177,493,R,240.0,xoroshiro128,899.0,1
83,79,406,S,31.0,human,,0
83,168,699,S,246.0,xoroshiro128,17684.0,1
32,392,343, ,101.0,xoroshiro128,2448.0,1
78,91,632,N,60.0,xoroshiro128,16160.0,1
68,248,664,D,376.0,pcg64,14784.0,1
79,136,384,O,137.0,human,,0
32,210,198, ,463.0,pcg64,9890.0,1
71,254,16,G,379.0,philox,2205.0,1
82,343,255,R,141.0,pcg64,2697.0,1
67,186,137,C,227.0,pcg64,13765.0,1
82,268,890,R,835.0,mersenne,17552.0,1
79,387,543,O,172.0,pcg64,17272.0,1
84,287,615,T,77.0,philox,16691.0,1
65,170,634,A,505.0,philox,15809.0,1
71,198,434,G,224.0,philox,284.0,1
73,72,240,I,56.0,human,,0
80,210,89,P,355.0,pcg64,13534.0,1
65,152,108,A,21.0,mersenne,11001.0,1
69,48,120,E,16.0,human,,0
32,122,439, ,33.0,xoroshiro128,556.0,1
73,139,707,I,70.0,mersenne,8983.0,1
65,82,689,A,651.0,xoroshiro128,3027.0,1
32,316,1132, ,1053.0,mersenne,1273.0,1
78,103,65,N,23.0,human,,0
68,358,843,D,34.0,mersenne,13242.0,1
78,304,352,N,49.0,philox,9956.0,1
73,91,914,I,24.0,mersenne,204.0,1
69,63,120,E,17.0,human,,0
78,295,744,N,184.0,mersenne,7875.0,1
32,161,545, ,119.0,pcg64,3017.0,1
67,245,102,C,410.0,philox,150.0,1
32,236,53, ,645.0,mersenne,747.0,1
67,168,296,C,64.0,human,,0
84,16,568,T,493.0,xoroshiro128,6562.0,1
78,199,499,N,376.0,pcg64,9571.0,1
69,292,427,E,97.0,pcg64,204.0,1
72,26,542,H,482.0,pcg64,16682.0,1
